siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar
SIP100463,MUS1345,2025-10-09 11:12:00,Kayseri,İç Anadolu,Kitap,Girişimcilik,1,198.4,0.15,49.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.277,218.54
SIP100798,MUS1362,2025-04-15 08:02:00,Ankara,İç Anadolu,Spor,Direnç Bandı,1,252.46,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.354,292.36
SIP100861,MUS1417,2024-04-20 16:27:00,Antalya,Akdeniz,Elektronik,Powerbank,4,837.11,0.0,0.0,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.404,3348.44
SIP101217,MUS1314,2024-02-14 09:03:00,Samsun,Karadeniz,Elektronik,Webcam,2,838.54,0.1,49.9,Dijital Cüzdan,Yeni,3.0,5.0,Hayır,0.405,1559.27
SIP100469,MUS1351,2025-12-10 18:03:00,İzmir,Ege,Kozmetik ,Güneş Kremi,2,485.63,0.0,59.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.303,1031.16
SIP100648,MUS1237,2025-05-08 10:40:00,Kocaeli,Marmara,Kitap,Python Notları,2,199.96,0.05,39.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.412,419.82
SIP101035,MUS1002,2025-09-25 18:42:00,Mersin,Akdeniz,Ofis,Not Tutucu,1,136.97,0.1,29.9,Kapıda Ödeme,Mevcut,,5.0,Hayır,0.296,153.17
SIP100034,MUS1126,2024-08-06 16:16:00,Trabzon,Karadeniz,Elektronik,Powerbank,1,767.66,0.05,49.9,Kredi Kartı,Yeni,4.0,4.0,Evet,0.322,933.68
SIP100417,MUS1152,2025-11-07 13:43:00,Eskişehir,İç Anadolu,Kozmetik,Şampuan,2,212.96,0.1,0.0,Kredi Kartı,yeni,2.0,4.0,Hayır,0.217,383.33
SIP100248,MUS1036,2024-03-15 08:27:00,İstanbul,Marmara,Ev ve Yaşam,Organizer,4,254.18,0.2,49.9,Kredi Kartı,Yeni,3.0,1.0,Hayır,0.196,998.97
SIP100782,MUS1075,2024-07-29 17:57:00,İstanbul,Marmara,Elektronik,Powerbank,1,828.03,0.05,29.9,Kredi Kartı,Mevcut,5.0,3.0,Evet,0.298,816.53
SIP101311,MUS1404,2024-03-14 18:27:00,Antalya,Akdeniz,Kitap,Zaman Yönetimi,2,168.52,0.15,49.9,Dijital Cüzdan,Yeni,5.0,4.0,Hayır,0.388,336.38
SIP100440,MUS1219,2024-06-27 21:02:00,Ankara,İç Anadolu,Elektronik,Kablosuz Kulaklık,1,1536.29,0.15,29.9,Kapıda Ödeme,Mevcut,5.0,1.0,Hayır,0.288,1335.75
SIP101266,MUS1269,2025-01-01 16:54:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1176.84,0.1,39.9,Kapıda Ödeme,Yeni,3.0,4.0,Hayır,0.385,1099.06
SIP101082,MUS1433,2024-11-08 18:54:00,Bursa,Marmara,Kitap,Python Notları,2,229.59,0.0,49.9,Kredi Kartı,yeni,4.0,4.0,Hayır,0.257,509.08
SIP100217,MUS1024,2025-01-09 20:09:00,İzmir,Ege,Ofis,Kalem Seti,2,94.39,0.0,49.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.19,238.68
SIP101393,MUS1329,2025-04-16 09:56:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,3,298.32,0.0,39.9,Havale/EFT,Yeni,3.0,5.0,Hayır,0.207,934.86
SIP101034,MUS1385,2024-05-22 08:38:00,İzmir,Ege,Kitap,Zaman Yönetimi,1,155.01,0.05,39.9,Kredi Kartı,mevcut,3.0,4.0,Hayır,0.343,187.16
SIP100544,MUS1435,2025-04-29 20:00:00,İstanbul,Marmara,Kitap,Python Notları,2,240.47,0.05,29.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.228,486.79
SIP101329,MUS1022,2025-03-12 12:20:00,Eskişehir,İç Anadolu,Kozmetik,Serum,1,483.56,0.0,59.9,Kredi Kartı,mevcut,5.0,5.0,Hayır,0.384,543.46
SIP101074,MUS1281,2024-01-27 17:15:00,Trabzon,Karadeniz,Spor,Direnç Bandı,2,235.22,0.1,49.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.348,473.3
SIP100494,MUS1237,2024-10-10 21:23:00,Ankara,İç Anadolu,Ev ve Yaşam,Kahve Kupası,1,188.67,0.05,39.9,Kredi Kartı,Mevcut,2.0,2.0,Hayır,0.202,219.14
SIP101163,MUS1350,2024-03-26 18:26:00,Konya,İç Anadolu,Ofis,Mouse Pad,2,182.9,0.0,39.9,Kredi Kartı,Yeni,,5.0,Hayır,0.273,405.7
SIP100465,MUS1414,2025-11-21 19:57:00,Bursa,Marmara,Kozmetik,Şampuan,1,206.36,0.0,39.9,Kapıda Ödeme,Yeni,3.0,5.0,Hayır,0.19,246.26
SIP100392,MUS1096,2024-04-03 18:34:00,İzmir,Ege,Spor,Suluk,1,205.71,0.15,59.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.296,234.75
SIP100901,MUS1067,2025-03-02 21:10:00,İzmir,Ege,Spor,Direnç Bandı,4,243.83,0.0,59.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.376,1035.22
SIP100439,MUS1152,2024-03-17 19:46:00,İstanbul,Marmara,Elektronik,Powerbank,1,767.97,0.05,49.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.192,779.47
SIP101022,MUS1301,2024-04-29 20:05:00,Samsun,Karadeniz,Ev ve Yaşam,Termos,3,479.45,0.1,39.9,Banka Kartı,,6.0,5.0,Hayır,0.214,1334.42
SIP100583,MUS1111,2025-09-23 12:33:00,Mersin,Akdeniz,Kitap,Veri Bilimi 101,4,254.64,0.0,0.0,kredi kartı,Yeni,5.0,4.0,Hayır,0.331,1018.56
SIP100779,MUS1354,2025-12-05 11:19:00,İstanbul,Marmara,Kitap,Python Notları,4,219.14,0.0,29.9,Kredi Kartı,Yeni,18.0,5.0,Evet,0.408,906.46
SIP100327,MUS1448,2025-03-14 11:44:00,İstanbul,Marmara,Spor,Yoga Matı,1,662.79,0.05,49.9,Dijital Cüzdan,VIP,2.0,5.0,Hayır,0.406,679.55
SIP100913,MUS1196,2024-01-24 13:27:00,İzmir,Ege,Elektronik,Akıllı Saat,2,3113.08,0.1,29.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.401,5633.44
SIP101188,MUS1373,2024-02-22 20:59:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,168.85,0.1,29.9,Banka Kartı,Yeni,6.0,4.0,Hayır,0.37,181.86
SIP100466,MUS1083,2025-01-25 10:03:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,1,1563.67,0.05,39.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.356,1525.39
SIP100554,MUS1200,2024-03-26 09:16:00,İstanbul,Marmara,Spor,Spor Çantası,4,885.54,0.2,39.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.195,2873.63
SIP100062,MUS1437,2025-08-12 14:30:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,4,342.7,0.2,49.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.407,1146.54
SIP100419,MUS1433,2025-10-15 20:30:00,Gaziantep,Güneydoğu Anadolu,Ev ve Yaşam,Organizer,1,242.72,0.05,59.9,Dijital Cüzdan,Mevcut,4.0,3.0,Hayır,0.387,290.48
SIP101050,MUS1425,2025-12-06 09:17:00,Antalya,Akdeniz,Ofis,Kalem Seti,1,98.85,0.0,49.9,Dijital Cüzdan,Mevcut,3.0,,Hayır,0.321,148.75
SIP100709,MUS1197,2025-04-15 20:49:00,Antalya,Akdeniz,Ofis,Defter Seti,1,155.9,0.05,49.9,Kredi Kartı,Yeni,6.0,4.0,Hayır,0.298,198.0
SIP101381,MUS1092,2025-09-23 16:56:00,Ankara,İç Anadolu,spor,Dambıl Seti,4,1560.93,0.05,49.9,Dijital Cüzdan,,5.0,4.0,Hayır,0.204,5981.43
SIP100539,MUS1062,2025-05-29 13:25:00,,Ege,Kozmetik,Yüz Temizleme Jeli,1,284.4,0.0,49.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.316,334.3
SIP100156,MUS1262,2024-08-14 13:49:00,Kayseri,İç Anadolu,Kitap,İş Analitiği Rehberi,3,297.14,0.0,59.9,Kredi Kartı,,4.0,4.0,Hayır,0.376,951.32
SIP101149,MUS1040,2024-02-25 20:23:00,Konya,İç Anadolu,Spor,Dambıl Seti,1,1410.25,0.05,39.9,Banka Kartı,Yeni,4.0,4.0,Hayır,0.198,1379.64
SIP101347,MUS1294,2024-08-12 13:40:00,Eskişehir,İç Anadolu,Ofis,Not Tutucu,3,126.47,0.1,49.9,Kapıda Ödeme,Yeni,3.0,5.0,Hayır,0.345,391.37
SIP100083,MUS1241,2025-10-15 21:48:00,Antalya,Akdeniz,Kitap,Python Notları,2,207.76,0.0,29.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.362,445.42
SIP100960,MUS1300,2024-09-10 08:40:00,Antalya,Akdeniz,Ev ve Yaşam,Saklama Kutusu,1,216.65,0.15,39.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.38,224.05
SIP100367,MUS1282,2024-02-05 17:39:00,Ankara,İç Anadolu,Spor,Dambıl Seti,2,1363.9,0.2,39.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.336,2222.14
SIP100945,MUS1327,2025-12-31 09:37:00,İstanbul,Marmara,Elektronik,Powerbank,2,937.62,0.0,49.9,Havale/EFT,Yeni,1.0,5.0,Hayır,0.218,1925.14
SIP100877,MUS1067,2024-06-14 17:13:00,Konya,İç Anadolu,Ofis,Not Tutucu,3,121.15,0.0,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.334,403.35
SIP100612,MUS1071,2024-01-31 16:17:00,İstanbul,Marmara,Ofis,Not Tutucu,1,123.1,0.0,29.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.208,153.0
SIP100349,MUS1040,2024-08-17 13:15:00,Mersin,Akdeniz,Kitap,Zaman Yönetimi,5,154.42,0.0,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.281,812.0
SIP101134,MUS1076,2024-01-03 21:59:00,İzmir,Ege,Ofis,Defter Seti,1,140.06,0.05,39.9,Dijital Cüzdan,Mevcut,2.0,4.0,Hayır,0.39,172.96
SIP101289,MUS1414,2024-08-25 09:37:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,5,1344.27,0.1,59.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.284,6109.12
SIP100167,MUS1417,2025-09-01 19:05:00,Adana,Akdeniz,Spor,Dambıl Seti,1,1364.85,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.32,1278.27
SIP101091,MUS1370,2025-09-22 15:21:00,Bursa,Marmara,Ofis,Defter Seti,1,154.55,0.0,39.9,Kredi Kartı,Yeni,5.0,3.0,Hayır,0.419,194.45
SIP101344,MUS1413,2024-12-21 19:25:00,Samsun,Karadeniz,Kitap,Veri Bilimi 101,2,255.13,0.05,39.9,Havale/EFT,Mevcut,2.0,2.0,Hayır,0.284,524.65
SIP100547,MUS1296,2024-01-21 14:07:00,Antalya,Akdeniz,ofis,Mouse Pad,2,186.83,0.0,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.339,403.56
SIP100205,MUS1369,2025-10-18 10:37:00,Konya,İç Anadolu,Elektronik,Powerbank,1,779.29,0.1,0.0,Dijital Cüzdan,Yeni,2.0,3.0,Hayır,0.253,701.36
SIP101111,MUS1215,2025-01-09 15:40:00,Eskişehir,İç Anadolu,Kozmetik,Güneş Kremi,3,467.16,0.1,59.9,Havale/EFT,VIP,4.0,2.0,Evet,0.357,1321.23
SIP100710,MUS1377,2024-04-19 18:44:00,Adana,Akdeniz,Ofis,Not Tutucu,1,124.63,0.15,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.308,145.84
SIP100606,MUS1103,2025-08-19 22:42:00,Adana,Akdeniz,Elektronik,Akıllı Saat,5,3258.32,0.1,49.9,Banka Kartı,Yeni,4.0,3.0,Evet,0.34,14712.34
SIP101288,MUS1176,2025-03-24 09:57:00,İzmir,Ege,Ev ve Yaşam,Termos,4,538.82,0.0,29.9,Banka Kartı,VIP,5.0,5.0,Hayır,0.383,2185.18
SIP100187,MUS1170,2025-10-24 11:18:00,Antalya,Akdeniz,Ofis,Defter Seti,1,153.97,,59.9,Kredi Kartı,Mevcut,6.0,2.0,Hayır,0.33,213.87
SIP100778,MUS1061,2025-06-19 20:21:00,İstanbul,Marmara,Spor,Spor Çantası,2,894.07,0.15,0.0,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.257,1519.92
SIP101376,MUS1262,2025-05-01 21:00:00,Konya,İç Anadolu,Ev ve Yaşam,Masa Lambası,2,610.51,0.0,49.9,Kredi Kartı,VIP,3.0,5.0,Evet,0.345,1270.92
SIP101204,MUS1130,2025-10-09 21:04:00,İstanbul,Marmara,Ofis,Mouse Pad,1,181.1,0.1,39.9,Kredi Kartı,VIP,6.0,4.0,Hayır,0.317,202.89
SIP100010,MUS1336,2024-03-08 11:58:00,Mersin,Akdeniz,Spor,Suluk,1,210.85,0.0,29.9,Dijital Cüzdan,mevcut,4.0,4.0,Hayır,0.258,240.75
SIP100011,MUS1300,2024-05-26 12:08:00,Bursa,Marmara,Kitap,Zaman Yönetimi,3,172.4,0.05,29.9,,Mevcut,,4.0,Hayır,0.365,521.24
SIP100234,MUS1204,2025-03-03 22:53:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Bluetooth Hoparlör,1,1220.47,0.05,49.9,Kredi Kartı,VIP,2.0,3.0,Hayır,0.267,1209.35
SIP101078,MUS1283,2025-02-02 10:22:00,Eskişehir,İç Anadolu,Ev ve Yaşam,Saklama Kutusu,2,243.74,0.0,49.9,Kapıda Ödeme,Mevcut,4.0,4.0,Hayır,0.189,537.38
SIP100722,MUS1401,2025-09-02 10:45:00,Samsun,Karadeniz,Kozmetik,Yüz Temizleme Jeli,2,300.97,0.0,49.9,Kredi Kartı,VIP,4.0,4.0,Hayır,0.364,651.84
SIP100631,MUS1290,2024-06-12 14:35:00,,Marmara,Kozmetik,Serum,5,540.85,0.15,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.29,2348.51
SIP100871,MUS1378,2024-04-15 18:54:00,İzmir,Ege,Ofis,Defter Seti,2,163.77,0.15,0.0,Havale/EFT,VIP,2.0,4.0,Hayır,0.395,278.41
SIP100747,MUS1085,2024-03-23 14:57:00,İstanbul,Marmara,Spor,Yoga Matı,2,746.28,0.15,49.9,Kredi Kartı,VIP,3.0,5.0,Evet,0.23,1318.58
SIP101211,MUS1068,2025-10-21 20:54:00,Antalya,Akdeniz,Ofis,Defter Seti,4,148.57,0.0,29.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.222,624.18
SIP100556,MUS1358,2025-04-23 21:34:00,Ankara,İç Anadolu,Ofis,Not Tutucu,3,130.5,0.15,49.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.3,382.67
SIP100290,MUS1171,2025-09-23 11:29:00,Gaziantep,Güneydoğu Anadolu,Spor,Spor Çantası,27,816.16,0.1,39.9,Kredi Kartı,Yeni,,4.0,Hayır,0.396,19872.59
SIP100729,MUS1313,2025-04-27 17:31:00,Istanbul,Marmara,Ev ve Yaşam,Termos,1,529.62,0.15,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.384,490.08
SIP100428,MUS1177,2024-01-19 18:00:00,Eskişehir,İç Anadolu,Kozmetik,Nemlendirici,2,424.78,0.0,39.9,Banka Kartı,Yeni,1.0,5.0,Hayır,0.417,889.46
SIP100562,MUS1036,2024-10-18 18:47:00,Bursa,Marmara,Kozmetik,Güneş Kremi,4,432.97,0.0,59.9,Banka Kartı,Yeni,5.0,2.0,Hayır,0.411,1791.78
SIP100794,MUS1051,2024-05-05 12:31:00,İstanbul,Marmara,Spor,Yoga Matı,4,671.81,0.1,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.192,2458.42
SIP101046,MUS1434,2025-01-24 17:47:00,Antalya,Akdeniz,Ev ve Yaşam,Saklama Kutusu,2,215.13,0.1,39.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.279,427.13
SIP101343,MUS1238,2024-10-21 14:28:00,Ankara,İç Anadolu,Ev ve Yaşam,Termos,3,504.47,0.15,49.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.369,1336.3
SIP100966,MUS1140,2025-03-12 15:29:00,Bursa,Marmara,Kozmetik,Güneş Kremi,1,475.23,0.0,0.0,Kredi Kartı,Mevcut,,4.0,Hayır,0.267,475.23
SIP100122,MUS1371,2024-04-27 15:04:00,Trabzon,Karadeniz,Ofis,Mouse Pad,2,185.26,0.0,59.9,Kredi Kartı,VIP,3.0,2.0,Hayır,0.323,430.42
SIP100657,MUS1099,2024-01-24 17:48:00,Bursa,Marmara,Kitap,İş Analitiği Rehberi,1,288.94,0.0,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.372,328.84
SIP100947,MUS1075,2025-06-09 18:48:00,istanbul,Marmara,kozmetık,Şampuan,1,203.96,0.05,59.9,Kredi Kartı,Mevcut,2.0,1.0,Hayır,0.253,253.66
SIP100768,MUS1353,2024-05-07 18:42:00,Ankara,İç Anadolu,Kitap,Zaman Yönetimi,2,162.13,,29.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.379,354.16
SIP100152,MUS1204,2025-12-21 11:32:00,İstanbul,Marmara,Spor,Spor Çantası,1,868.86,0.0,0.0,banka karti,Mevcut,2.0,3.0,Hayır,0.3,868.86
SIP100113,MUS1074,2025-09-16 21:24:00,İstanbul,Marmara,Ev ve Yaşam,Termos,2,484.06,0.15,39.9,Banka Kartı,Yeni,4.0,2.0,Hayır,0.22,862.8
SIP101042,MUS1325,2025-11-12 15:57:00,Kocaeli,Marmara,Ev ve Yaşam,Saklama Kutusu,1,242.95,0.2,29.9,Banka Kartı,Mevcut,5.0,1.0,Hayır,0.219,224.26
SIP100424,MUS1074,2024-07-24 13:26:00,İzmir,Ege,Ev ve Yaşam,Masa Lambası,1,612.53,0.0,39.9,Dijital Cüzdan,VIP,3.0,5.0,Hayır,0.195,652.43
SIP101146,MUS1117,2025-07-21 19:53:00,İzmir,Ege,Spor,Direnç Bandı,1,271.94,0.15,49.9,Kredi Kartı,Mevcut,4.0,1.0,Hayır,0.225,281.05
SIP100131,MUS1446,2024-07-29 09:53:00,Ankara,İç Anadolu,Ev ve Yaşam,Organizer,4,299.85,0.0,39.9,Havale/EFT,Yeni,4.0,3.0,Hayır,0.376,1239.3
SIP100462,MUS1281,2025-02-26 17:44:00,İzmir,Ege,Ev ve Yaşam,Masa Lambası,1,653.86,0.2,49.9,Dijital Cüzdan,Mevcut,6.0,5.0,Hayır,0.196,572.99
SIP101177,MUS1296,2025-09-07 14:13:00,İzmir,Ege,Kozmetik,Nemlendirici,1,359.18,0.1,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.345,363.16
SIP100134,MUS1304,2025-06-22 09:47:00,Ankara,İç Anadolu,Ev ve Yaşam,Kahve Kupası,1,175.09,0.1,39.9,Kredi Kartı,Mevcut,5.0,2.0,Hayır,0.233,197.48
SIP100001,MUS1045,2024-09-07 11:08:00,Konya,İç Anadolu,Elektronik,Webcam,1,975.31,0.05,29.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.185,956.44
SIP101029,MUS1142,2024-04-21 21:40:00,İzmir,Ege,Kitap,Girişimcilik,4,187.67,0.1,49.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.409,725.51
SIP101340,MUS1020,2024-01-04 14:04:00,Kayseri,İç Anadolu,Kozmetik,Nemlendirici,2,375.92,0.0,49.9,Kredi Kartı,Mevcut,,5.0,Hayır,0.259,801.74
SIP101352,MUS1118,2025-05-28 14:50:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Yüz Temizleme Jeli,3,322.28,0.15,49.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.414,871.71
SIP100700,MUS1233,2025-12-13 10:16:00,Antalya,Akdeniz,Ev ve Yaşam,Termos,5,524.67,0.0,29.9,Kredi Kartı,Mevcut,3.0,3.0,Evet,0.319,2653.25
SIP100938,MUS1172,2024-01-29 15:27:00,Ankara,İç Anadolu,Kitap,Veri Bilimi 101,2,242.33,0.0,49.9,Kapıda Ödeme,Mevcut,2.0,4.0,Hayır,0.35,534.56
SIP100876,MUS1345,2024-05-14 22:18:00,Kayseri,İç Anadolu,kitap,Zaman Yönetimi,1,161.94,0.0,29.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.18,191.84
SIP100889,MUS1152,2025-08-11 08:40:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,3,1237.42,0.15,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.225,3195.32
SIP101227,MUS1026,2025-05-29 14:32:00,İzmir,Ege,Ev ve Yaşam,Kahve Kupası,2,193.19,0.05,59.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.247,426.96
SIP100412,MUS1157,2025-10-24 10:38:00,Adana,Akdeniz,Spor,Dambıl Seti,2,1511.59,0.0,49.9,Kapıda Ödeme,Yeni,6.0,5.0,Hayır,0.403,3073.08
SIP100323,MUS1250,2025-06-11 19:17:00,Kocaeli,Marmara,Elektronik,Akıllı Saat,5,3076.47,0.0,49.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.21,15432.25
SIP100002,MUS1333,2024-04-05 11:14:00,Antalya,Akdeniz,Elektronik,Kablosuz Kulaklık,5,1482.34,0.0,29.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.306,7441.6
SIP100909,MUS1396,2025-10-23 09:55:00,Samsun,Karadeniz,Spor,Suluk,2,206.28,0.0,29.9,Kredi Kartı,Yeni,3.0,,Hayır,0.382,442.46
SIP100436,MUS1426,2024-04-26 20:06:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Webcam,1,883.45,0.0,39.9,Kredi Kartı,mevcut,4.0,5.0,Hayır,0.19,923.35
SIP100453,MUS1423,2025-06-04 16:13:00,Konya,İç Anadolu,Kozmetik,Güneş Kremi,2,434.83,0.0,49.9,Banka Kartı,Mevcut,3.0,5.0,Hayır,0.338,919.56
SIP100039,MUS1354,2025-07-18 19:27:00,Trabzon,Karadeniz,Ev ve Yaşam,Kahve Kupası,2,183.97,0.0,39.9,Banka Kartı,Yeni,3.0,2.0,Hayır,0.298,407.84
SIP100184,MUS1417,2025-08-18 19:48:00,İstanbul,Marmara,Ev ve Yaşam,Termos,2,500.08,0.1,29.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.242,930.04
SIP100218,MUS1314,2025-04-30 16:29:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,5,278.9,0.2,49.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.36,1165.5
SIP100887,MUS1016,2025-02-23 22:29:00,İstanbul,Marmara,spor,Direnç Bandı,2,245.08,0.05,49.9,Dijital Cüzdan,Mevcut,3.0,2.0,Hayır,0.299,515.55
SIP100855,MUS1062,2025-02-01 20:25:00,İstanbul,Marmara,Ev ve Yaşam,Masa Lambası,1,592.49,0.15,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.381,553.52
SIP100307,MUS1271,2025-01-09 13:12:00,Antalya,Akdeniz,Kozmetik ,Nemlendirici,1,373.7,0.0,39.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.277,413.6
SIP100730,MUS1172,2024-05-19 15:46:00,İzmir,Ege,Spor,Suluk,2,200.23,0.15,59.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.26,400.29
SIP100441,MUS1225,2024-01-10 21:08:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Kablosuz Kulaklık,1,1512.45,0.0,49.9,Banka Kartı,,2.0,4.0,Hayır,0.372,1562.35
SIP100550,MUS1161,2025-08-08 14:54:00,Samsun,Karadeniz,Spor,Spor Çantası,3,920.88,0.0,39.9,Dijital Cüzdan,Yeni,5.0,5.0,Hayır,0.335,2802.54
SIP100314,MUS1393,2024-08-18 16:18:00,İstanbul,Marmara,Elektronik,Webcam,1,1011.63,0.0,59.9,,Mevcut,2.0,4.0,Hayır,0.411,1071.53
SIP100209,MUS1177,2025-09-13 10:20:00,Bursa,Marmara,Ev ve Yaşam,Saklama Kutusu,1,236.34,0.0,39.9,Kapıda Ödeme,Yeni,2.0,4.0,Hayır,0.289,276.24
SIP100701,MUS1038,2025-12-09 22:42:00,Samsun,Karadeniz,Ofis,Not Tutucu,4,140.77,0.0,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.333,612.98
SIP100332,MUS1370,2024-03-11 16:36:00,İstanbul,Marmara,Ev ve Yaşam,Masa Lambası,1,674.36,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.29,714.26
SIP100037,MUS1251,2024-08-03 19:21:00,İstanbul,Marmara,Ofis,Kalem Seti,2,104.95,0.0,39.9,,Mevcut,2.0,,Hayır,0.218,249.8
SIP100111,MUS1015,2025-10-10 19:55:00,Gaziantep,Güneydoğu Anadolu,Spor,Yoga Matı,1,639.84,0.15,29.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.336,573.76
SIP100977,MUS1244,2025-02-04 14:13:00,Kocaeli,Marmara,Kozmetik,Serum,5,505.02,0.15,59.9,Dijital Cüzdan,Yeni,6.0,5.0,Hayır,0.308,2206.24
SIP101075,MUS1141,2025-01-06 22:21:00,İzmir,Ege,Ofis,Defter Seti,1,140.41,0.15,0.0,Havale/EFT,Yeni,3.0,3.0,Hayır,0.257,119.35
SIP101143,MUS1241,2024-03-19 08:36:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1249.08,0.0,39.9,Kapıda Ödeme,Mevcut,4.0,4.0,Hayır,0.344,1288.98
SIP100746,MUS1034,2025-01-11 20:43:00,Eskişehir,İç Anadolu,Spor,Spor Çantası,5,915.92,0.1,39.9,Dijital Cüzdan,Mevcut,1.0,3.0,Hayır,0.215,4161.54
SIP100996,MUS1421,2024-09-01 11:05:00,Kocaeli,Marmara,Ev ve Yaşam,Saklama Kutusu,1,241.81,0.0,39.9,kredi kartı,Yeni,4.0,4.0,Evet,0.341,281.71
SIP100776,MUS1411,2025-12-07 21:33:00,İstanbul,Marmara,Kozmetik,Serum,4,583.25,0.1,49.9,,Mevcut,5.0,4.0,Hayır,0.208,2149.6
SIP101053,MUS1201,2025-02-05 13:27:00,İstanbul,Marmara,Elektronik,Powerbank,1,760.18,0.05,49.9,Banka Kartı,VIP,2.0,5.0,Hayır,0.373,772.07
SIP100714,MUS1333,2025-10-31 08:30:00,İstanbul,Marmara,Ev ve Yaşam,Kahve Kupası,21,193.89,0.0,39.9,Dijital Cüzdan,Mevcut,4.0,3.0,Hayır,0.417,4111.59
SIP100578,MUS1098,2024-09-01 13:46:00,Konya,İç Anadolu,Ofis,Kalem Seti,1,103.27,0.0,0.0,Kredi Kartı,VIP,4.0,3.0,Hayır,0.386,103.27
SIP101169,MUS1217,2025-04-29 11:03:00,İzmir,Ege,Ofis,Not Tutucu,1,123.2,0.0,49.9,kredi kartı,Yeni,3.0,5.0,Hayır,0.273,173.1
