siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar,siparis_yili,siparis_ayi,siparis_gunu,haftanin_gunu
SIP101052,MUS1435,2024-07-02 21:31:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,2,271.83,0.05,49.9,Havale/EFT,Yeni,5.0,5.0,Hayır,0.379,566.38,2024,7,2,Tuesday
SIP100168,MUS1093,2024-04-05 18:42:00,İstanbul,Marmara,Kitap,Girişimcilik,4,184.12,0.0,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.405,766.38,2024,4,5,Friday
SIP100599,MUS1316,2025-05-07 16:12:00,Kocaeli,Marmara,Ev Yaşam,Masa Lambası,5,658.89,0.15,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.356,2850.18,2025,5,7,Wednesday
SIP100907,MUS1444,2024-05-21 16:40:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Nemlendirici,3,377.12,0.0,49.9,Kredi Kartı,Mevcut,2.0,3.0,Hayır,0.369,1181.26,2024,5,21,Tuesday
SIP100404,MUS1154,2025-05-18 21:44:00,Kocaeli,Marmara,Ofis,Mouse Pad,1,171.7,0.0,49.9,Havale/EFT,VIP,3.0,4.0,Hayır,0.339,221.6,2025,5,18,Sunday
SIP100501,MUS1120,2025-01-02 08:14:00,Trabzon,Karadeniz,Kitap,Zaman Yönetimi,2,152.56,0.0,39.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.39,345.02,2025,1,2,Thursday
SIP100535,MUS1118,2025-05-25 19:12:00,Ankara,İç Anadolu,Kitap,Python Notları,2,234.41,0.1,59.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.28,481.84,2025,5,25,Sunday
SIP100200,MUS1368,2025-07-18 10:39:00,Antalya,Akdeniz,Ofis,Not Tutucu,3,132.34,0.0,39.9,Dijital Cüzdan,Yeni,5.0,3.0,Hayır,0.347,436.92,2025,7,18,Friday
SIP101321,MUS1233,2025-08-12 15:40:00,İzmir,Ege,Kozmetik,Nemlendirici,3,360.01,0.05,49.9,Dijital Cüzdan,Yeni,5.0,5.0,Hayır,0.258,1075.93,2025,8,12,Tuesday
SIP101394,MUS1162,2024-11-13 08:24:00,Samsun,Karadeniz,Ev Yaşam,Masa Lambası,3,698.44,0.2,29.9,Havale/EFT,Yeni,2.0,5.0,Hayır,0.21,1706.16,2024,11,13,Wednesday
SIP100144,MUS1433,2025-07-23 13:07:00,İstanbul,Marmara,Elektronik,Webcam,2,977.65,0.0,39.9,Havale/EFT,Mevcut,1.0,3.0,Hayır,0.371,1995.2,2025,7,23,Wednesday
SIP100597,MUS1076,2025-09-01 17:32:00,Gaziantep,Güneydoğu Anadolu,Spor,Direnç Bandı,2,237.42,0.1,39.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.306,467.26,2025,9,1,Monday
SIP101162,MUS1433,2025-02-22 21:39:00,İzmir,Ege,Ofis,Not Tutucu,3,126.98,0.15,29.9,Dijital Cüzdan,Yeni,4.0,4.0,Hayır,0.386,353.7,2025,2,22,Saturday
SIP100030,MUS1305,2025-06-27 10:03:00,İstanbul,Marmara,Spor,Spor Çantası,3,890.81,0.15,39.9,Dijital Cüzdan,Yeni,4.0,3.0,Hayır,0.314,2311.47,2025,6,27,Friday
SIP100226,MUS1153,2025-09-16 15:12:00,Ankara,İç Anadolu,Ofis,Mouse Pad,1,166.47,0.05,49.9,Dijital Cüzdan,Yeni,2.0,5.0,Hayır,0.225,208.05,2025,9,16,Tuesday
SIP100591,MUS1299,2024-06-07 09:02:00,Bursa,Marmara,Kozmetik,Serum,2,500.52,0.15,39.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.408,890.78,2024,6,7,Friday
SIP101167,MUS1143,2024-11-20 13:38:00,İstanbul,Marmara,Ofis,Defter Seti,2,141.64,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.407,323.18,2024,11,20,Wednesday
SIP100272,MUS1272,2025-11-06 15:01:00,Konya,İç Anadolu,Kozmetik,Şampuan,2,203.65,0.05,29.9,Kredi Kartı,Mevcut,1.0,4.0,Evet,0.267,416.84,2025,11,6,Thursday
SIP100656,MUS1053,2025-12-04 21:38:00,İstanbul,Marmara,Ofis,Defter Seti,1,153.25,0.05,29.9,Dijital Cüzdan,Yeni,3.0,4.0,Hayır,0.237,175.49,2025,12,4,Thursday
SIP100655,MUS1268,2025-11-23 10:13:00,Ankara,İç Anadolu,Elektronik,Powerbank,1,807.74,0.15,39.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.197,726.48,2025,11,23,Sunday
SIP101297,MUS1196,2024-03-27 08:17:00,Ankara,İç Anadolu,Spor,Suluk,1,180.8,0.0,49.9,Kapıda Ödeme,Mevcut,3.0,5.0,Evet,0.347,230.7,2024,3,27,Wednesday
SIP100588,MUS1232,2025-07-12 11:24:00,Ankara,İç Anadolu,Ev Yaşam,Organizer,2,243.38,0.05,39.9,Havale/EFT,VIP,5.0,4.0,Hayır,0.199,502.32,2025,7,12,Saturday
SIP101157,MUS1397,2024-10-24 13:39:00,Ankara,İç Anadolu,Ev Yaşam,Saklama Kutusu,2,233.52,0.0,29.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.352,496.94,2024,10,24,Thursday
SIP100249,MUS1331,2024-10-20 14:11:00,Trabzon,Karadeniz,Spor,Yoga Matı,2,733.39,0.05,29.9,Havale/EFT,Mevcut,5.0,4.0,Hayır,0.366,1423.34,2024,10,20,Sunday
SIP100734,MUS1077,2024-09-10 13:27:00,İstanbul,Marmara,Spor,Dambıl Seti,1,1421.17,0.0,49.9,Banka Kartı,VIP,2.0,4.0,Hayır,0.315,1471.07,2024,9,10,Tuesday
SIP100809,MUS1219,2024-04-07 17:21:00,Samsun,Karadeniz,Kitap,Girişimcilik,1,196.56,0.1,0.0,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.204,176.9,2024,4,7,Sunday
SIP100306,MUS1033,2024-01-05 19:13:00,İstanbul,Ege,Spor,Direnç Bandı,5,243.86,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.35,1259.2,2024,1,5,Friday
SIP100758,MUS1283,2024-12-12 19:07:00,İstanbul,Marmara,Kozmetik,Şampuan,2,211.01,0.0,49.9,Havale/EFT,VIP,3.0,5.0,Hayır,0.284,471.92,2024,12,12,Thursday
SIP100302,MUS1232,2024-07-30 16:30:00,Ankara,İç Anadolu,Ofis,Not Tutucu,1,127.34,0.1,39.9,Kredi Kartı,Yeni,3.0,3.0,Hayır,0.41,154.51,2024,7,30,Tuesday
SIP100984,MUS1148,2025-08-05 22:31:00,Mersin,Akdeniz,Kozmetik,Güneş Kremi,1,445.81,0.0,0.0,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.241,445.81,2025,8,5,Tuesday
SIP100214,MUS1373,2024-10-19 16:00:00,Antalya,Akdeniz,Kitap,Zaman Yönetimi,1,152.16,0.0,29.9,Kapıda Ödeme,Mevcut,6.0,5.0,Hayır,0.357,182.06,2024,10,19,Saturday
SIP101100,MUS1415,2025-12-18 11:42:00,Ankara,İç Anadolu,Elektronik,Webcam,1,977.75,0.05,49.9,Kapıda Ödeme,Yeni,6.0,4.0,Hayır,0.352,978.76,2025,12,18,Thursday
SIP100800,MUS1254,2025-04-26 15:35:00,Antalya,Akdeniz,Kozmetik,Serum,2,499.87,0.1,39.9,Kapıda Ödeme,Mevcut,3.0,5.0,Hayır,0.261,939.67,2025,4,26,Saturday
SIP100102,MUS1383,2024-09-06 15:35:00,İzmir,Ege,Spor,Direnç Bandı,2,249.59,0.0,49.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.224,549.08,2024,9,6,Friday
SIP100023,MUS1049,2025-08-07 17:30:00,Bursa,Marmara,Kozmetik,Nemlendirici,1,427.55,0.05,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.396,446.07,2025,8,7,Thursday
SIP100896,MUS1322,2025-04-09 13:15:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,1,294.88,0.0,39.9,Kapıda Ödeme,VIP,4.0,5.0,Hayır,0.34,334.78,2025,4,9,Wednesday
SIP100784,MUS1387,2024-01-15 16:13:00,Antalya,Akdeniz,Elektronik,Powerbank,1,738.2,0.0,49.9,Havale/EFT,VIP,1.0,3.0,Hayır,0.199,788.1,2024,1,15,Monday
SIP100712,MUS1061,2024-01-17 08:21:00,Ankara,İç Anadolu,Kozmetik,Şampuan,1,202.41,0.1,39.9,Kredi Kartı,Mevcut,6.0,4.0,Evet,0.2,222.07,2024,1,17,Wednesday
SIP100172,MUS1428,2024-08-27 16:15:00,Konya,İç Anadolu,Kitap,Zaman Yönetimi,1,165.02,0.15,29.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.381,170.17,2024,8,27,Tuesday
SIP100969,MUS1362,2024-09-13 12:47:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,3,267.71,0.0,59.9,Kapıda Ödeme,Mevcut,4.0,5.0,Hayır,0.265,863.03,2024,9,13,Friday
SIP100444,MUS1313,2025-03-02 22:37:00,Trabzon,Karadeniz,Ev Yaşam,Termos,1,536.44,0.15,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.343,495.87,2025,3,2,Sunday
SIP101198,MUS1016,2024-01-06 10:33:00,Trabzon,Karadeniz,Kozmetik,Serum,1,505.0,0.0,29.9,Havale/EFT,VIP,3.0,4.0,Hayır,0.398,534.9,2024,1,6,Saturday
SIP101235,MUS1349,2025-05-15 21:15:00,Trabzon,Karadeniz,Kozmetik,Yüz Temizleme Jeli,1,328.32,0.0,29.9,Kredi Kartı,Yeni,5.0,5.0,Evet,0.329,358.22,2025,5,15,Thursday
SIP101355,MUS1440,2024-06-04 09:47:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Serum,1,561.01,0.0,39.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.396,600.91,2024,6,4,Tuesday
SIP101085,MUS1218,2025-02-19 08:39:00,Eskişehir,İç Anadolu,Kitap,Veri Bilimi 101,1,240.38,0.05,39.9,Kredi Kartı,Mevcut,5.0,4.0,Evet,0.361,268.26,2025,2,19,Wednesday
SIP100858,MUS1352,2024-04-05 08:32:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,171.31,0.1,29.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.317,184.08,2024,4,5,Friday
SIP100660,MUS1242,2024-11-14 17:57:00,Antalya,Akdeniz,Ev Yaşam,Termos,1,525.0,0.0,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.417,574.9,2024,11,14,Thursday
SIP101209,MUS1411,2025-11-29 20:27:00,Adana,Akdeniz,Kozmetik,Şampuan,4,206.52,0.0,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.294,865.98,2025,11,29,Saturday
SIP100537,MUS1295,2024-02-13 21:30:00,Bursa,Marmara,Elektronik,Powerbank,1,841.62,0.15,59.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.28,775.28,2024,2,13,Tuesday
SIP100933,MUS1355,2025-06-19 19:50:00,İstanbul,Marmara,Kozmetik,Nemlendirici,4,361.67,0.05,0.0,Kredi Kartı,Mevcut,6.0,3.0,Evet,0.18,1446.68,2025,6,19,Thursday
SIP100300,MUS1177,2025-01-18 14:29:00,Adana,Akdeniz,Ev Yaşam,Kahve Kupası,5,165.47,0.15,39.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.394,743.15,2025,1,18,Saturday
SIP100049,MUS1340,2025-01-07 14:04:00,Samsun,Karadeniz,Kitap,Python Notları,3,211.46,0.05,29.9,Dijital Cüzdan,VIP,1.0,4.0,Hayır,0.264,632.56,2025,1,7,Tuesday
SIP101216,MUS1003,2024-03-31 11:46:00,Gaziantep,Güneydoğu Anadolu,Ev Yaşam,Masa Lambası,2,681.51,0.05,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.189,1334.77,2024,3,31,Sunday
SIP100148,MUS1346,2025-09-02 09:56:00,Ankara,İç Anadolu,Ofis,Kalem Seti,3,107.77,0.1,49.9,Kredi Kartı,Yeni,3.0,3.0,Hayır,0.188,340.88,2025,9,2,Tuesday
SIP100135,MUS1235,2025-09-21 08:46:00,İstanbul,Marmara,Kozmetik,Nemlendirici,2,401.04,0.05,39.9,Havale/EFT,Mevcut,5.0,4.0,Hayır,0.343,801.88,2025,9,21,Sunday
SIP100881,MUS1054,2024-09-30 22:09:00,Kocaeli,Marmara,Elektronik,Powerbank,1,788.66,0.05,29.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.19,779.13,2024,9,30,Monday
SIP100542,MUS1293,2025-12-18 20:23:00,Bursa,Marmara,Ev Yaşam,Kahve Kupası,4,174.56,0.0,49.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.278,748.14,2025,12,18,Thursday
SIP100194,MUS1204,2025-01-14 13:28:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,1,194.98,0.0,49.9,Havale/EFT,Mevcut,6.0,3.0,Hayır,0.309,244.88,2025,1,14,Tuesday
SIP100639,MUS1034,2025-01-12 22:24:00,İstanbul,Marmara,Ofis,Mouse Pad,2,179.68,0.15,39.9,Kapıda Ödeme,Mevcut,4.0,5.0,Hayır,0.302,345.36,2025,1,12,Sunday
SIP100031,MUS1215,2024-05-02 22:36:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,4,185.66,0.0,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.347,792.54,2024,5,2,Thursday
SIP100137,MUS1365,2025-09-14 10:04:00,İstanbul,Marmara,Elektronik,Webcam,3,961.68,0.1,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.389,2646.44,2025,9,14,Sunday
SIP101132,MUS1348,2024-02-14 17:09:00,Ankara,İç Anadolu,Ofis,Defter Seti,2,158.69,0.0,29.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.301,347.28,2024,2,14,Wednesday
SIP101397,MUS1107,2024-08-03 19:27:00,İzmir,Ege,Kozmetik,Serum,1,584.54,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.209,575.99,2024,8,3,Saturday
SIP100116,MUS1152,2024-04-19 11:24:00,Ankara,İç Anadolu,Spor,Direnç Bandı,1,235.2,0.05,49.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.365,273.34,2024,4,19,Friday
SIP101262,MUS1149,2024-06-23 16:47:00,İstanbul,Marmara,Ev Yaşam,Masa Lambası,2,679.73,0.0,39.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.263,1399.36,2024,6,23,Sunday
SIP100719,MUS1314,2024-09-06 22:37:00,İzmir,Ege,Ev Yaşam,Kahve Kupası,4,187.1,0.1,49.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.249,723.46,2024,9,6,Friday
SIP100078,MUS1157,2025-04-03 20:01:00,Ankara,İç Anadolu,Spor,Direnç Bandı,5,242.93,0.0,29.9,Kredi Kartı,Yeni,1.0,3.0,Hayır,0.219,1244.55,2025,4,3,Thursday
SIP100279,MUS1386,2024-07-02 22:54:00,Eskişehir,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,299.7,0.1,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.209,299.63,2024,7,2,Tuesday
SIP100972,MUS1417,2025-04-30 11:33:00,İstanbul,Marmara,Kitap,Python Notları,1,214.51,0.0,29.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.346,244.41,2025,4,30,Wednesday
SIP100694,MUS1273,2025-01-26 18:20:00,İzmir,Ege,Ofis,Not Tutucu,4,127.82,0.15,49.9,Dijital Cüzdan,Mevcut,1.0,4.0,Evet,0.196,484.49,2025,1,26,Sunday
SIP101359,MUS1160,2025-02-10 20:14:00,İstanbul,Ege,Kozmetik,Yüz Temizleme Jeli,1,314.79,0.05,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.307,328.95,2025,2,10,Monday
SIP101199,MUS1071,2024-06-05 11:55:00,Antalya,Akdeniz,Kozmetik,Serum,1,546.23,0.15,29.9,Kredi Kartı,VIP,1.0,5.0,Evet,0.325,494.2,2024,6,5,Wednesday
SIP100620,MUS1243,2025-09-11 15:45:00,Kocaeli,Marmara,Ev Yaşam,Organizer,1,281.31,0.1,39.9,Banka Kartı,Yeni,5.0,3.0,Hayır,0.362,293.08,2025,9,11,Thursday
SIP101312,MUS1077,2025-04-26 12:39:00,İzmir,Ege,Spor,Suluk,1,206.17,0.05,59.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.193,255.76,2025,4,26,Saturday
SIP101389,MUS1228,2024-07-16 21:48:00,Adana,Akdeniz,Elektronik,Kablosuz Kulaklık,1,1491.08,0.0,49.9,Kredi Kartı,Mevcut,4.0,4.0,Evet,0.28,1540.98,2024,7,16,Tuesday
SIP100724,MUS1058,2024-08-12 15:49:00,Kayseri,İç Anadolu,Kozmetik,Serum,1,529.8,0.1,49.9,Banka Kartı,Yeni,4.0,5.0,Evet,0.3,526.72,2024,8,12,Monday
SIP100628,MUS1233,2025-12-13 16:08:00,Bursa,Marmara,Ev Yaşam,Organizer,2,275.93,0.0,29.9,Kredi Kartı,Yeni,2.0,4.0,Evet,0.294,581.76,2025,12,13,Saturday
SIP101374,MUS1378,2024-12-04 17:49:00,Kocaeli,Marmara,Kozmetik,Şampuan,2,199.74,0.0,49.9,Kapıda Ödeme,Mevcut,4.0,4.0,Hayır,0.416,449.38,2024,12,4,Wednesday
SIP101320,MUS1042,2025-11-12 10:38:00,Eskişehir,İç Anadolu,Kitap,Girişimcilik,1,208.14,0.0,49.9,Kredi Kartı,Yeni,6.0,3.0,Hayır,0.394,258.04,2025,11,12,Wednesday
SIP100017,MUS1158,2025-05-15 08:07:00,Eskişehir,İç Anadolu,Kozmetik,Güneş Kremi,4,448.48,0.1,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.248,1654.43,2025,5,15,Thursday
SIP101253,MUS1066,2024-05-23 17:58:00,Samsun,Karadeniz,Spor,Yoga Matı,4,780.96,0.15,29.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.324,2685.16,2024,5,23,Thursday
SIP100857,MUS1315,2024-10-01 17:38:00,Bursa,Marmara,Spor,Direnç Bandı,1,224.53,0.0,59.9,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.278,284.43,2024,10,1,Tuesday
SIP101027,MUS1231,2024-07-09 19:08:00,İzmir,Ege,Ev Yaşam,Saklama Kutusu,1,239.92,0.0,39.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.282,279.82,2024,7,9,Tuesday
SIP100141,MUS1301,2025-03-18 09:47:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,2,1466.22,0.15,49.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.196,2542.47,2025,3,18,Tuesday
SIP101097,MUS1177,2025-02-02 10:07:00,İstanbul,Marmara,Spor,Spor Çantası,2,890.31,0.1,49.9,Dijital Cüzdan,Mevcut,4.0,3.0,Hayır,0.261,1652.46,2025,2,2,Sunday
SIP100817,MUS1401,2025-11-05 16:11:00,İstanbul,Marmara,Ofis,Mouse Pad,1,189.59,0.0,39.9,Banka Kartı,Yeni,5.0,4.0,Hayır,0.417,229.49,2025,11,5,Wednesday
SIP100767,MUS1135,2025-05-20 16:47:00,Ankara,İç Anadolu,Kozmetik,Güneş Kremi,4,473.37,0.05,0.0,Kredi Kartı,Yeni,3.0,4.0,Evet,0.238,1798.81,2025,5,20,Tuesday
SIP101171,MUS1220,2025-11-16 22:16:00,Kayseri,İç Anadolu,Kozmetik,Nemlendirici,2,360.03,0.1,49.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.272,697.95,2025,11,16,Sunday
SIP101335,MUS1182,2024-09-26 09:55:00,İstanbul,Marmara,Spor,Direnç Bandı,3,264.88,0.0,0.0,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.402,794.64,2024,9,26,Thursday
SIP101316,MUS1429,2025-09-13 15:42:00,Kayseri,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,302.89,0.0,0.0,Banka Kartı,Mevcut,6.0,4.0,Hayır,0.199,302.89,2025,9,13,Saturday
SIP100208,MUS1213,2025-12-02 14:19:00,İstanbul,Karadeniz,Spor,Dambıl Seti,1,1696.04,0.1,29.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.296,1556.34,2025,12,2,Tuesday
SIP101190,MUS1322,2025-07-20 10:20:00,Antalya,Akdeniz,Spor,Suluk,5,207.63,0.0,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.268,1078.05,2025,7,20,Sunday
SIP101212,MUS1049,2025-06-30 22:33:00,Kayseri,İç Anadolu,Spor,Yoga Matı,1,689.68,0.1,29.9,Kredi Kartı,Mevcut,3.0,5.0,Evet,0.394,650.61,2025,6,30,Monday
SIP100019,MUS1277,2025-07-16 10:16:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,176.31,0.0,49.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.268,226.21,2025,7,16,Wednesday
SIP100905,MUS1035,2024-08-08 10:52:00,Samsun,Karadeniz,Ofis,Mouse Pad,4,155.53,0.15,39.9,Havale/EFT,Yeni,4.0,5.0,Hayır,0.21,568.7,2024,8,8,Thursday
SIP100457,MUS1388,2025-02-06 11:29:00,Konya,İç Anadolu,Ev Yaşam,Termos,1,490.19,0.15,49.9,Kapıda Ödeme,Yeni,3.0,4.0,Hayır,0.192,466.56,2025,2,6,Thursday
SIP100318,MUS1072,2025-12-06 13:55:00,Mersin,Akdeniz,Ev Yaşam,Organizer,1,276.11,0.1,59.9,Havale/EFT,Mevcut,3.0,3.0,Hayır,0.338,308.4,2025,12,6,Saturday
SIP100650,MUS1274,2024-03-08 10:17:00,Antalya,Akdeniz,Ofis,Mouse Pad,2,179.2,0.0,0.0,Kapıda Ödeme,Yeni,4.0,5.0,Hayır,0.239,358.4,2024,3,8,Friday
SIP100482,MUS1407,2024-01-25 15:45:00,Konya,İç Anadolu,Elektronik,Bluetooth Hoparlör,1,1141.11,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Evet,0.226,1181.01,2024,1,25,Thursday
SIP100114,MUS1347,2025-04-15 12:42:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,3,276.98,0.0,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.265,870.84,2025,4,15,Tuesday
SIP100658,MUS1319,2025-03-27 18:07:00,Ankara,İç Anadolu,Kozmetik,Güneş Kremi,1,425.14,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.386,465.04,2025,3,27,Thursday
SIP100616,MUS1430,2024-11-21 09:35:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,417.12,0.0,39.9,Banka Kartı,Mevcut,7.0,5.0,Hayır,0.326,457.02,2024,11,21,Thursday
SIP101168,MUS1397,2025-04-26 10:40:00,İzmir,Ege,Kozmetik,Nemlendirici,1,417.47,0.05,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.189,436.5,2025,4,26,Saturday
SIP101305,MUS1327,2025-04-18 08:28:00,Mersin,Akdeniz,Ev Yaşam,Kahve Kupası,5,192.89,0.1,49.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.377,917.9,2025,4,18,Friday
SIP100674,MUS1151,2025-08-19 08:39:00,Gaziantep,Güneydoğu Anadolu,Ofis,Defter Seti,5,150.85,0.0,49.9,Dijital Cüzdan,Mevcut,5.0,5.0,Hayır,0.352,804.15,2025,8,19,Tuesday
SIP101369,MUS1241,2025-06-20 19:53:00,Gaziantep,Güneydoğu Anadolu,Ev Yaşam,Masa Lambası,1,708.97,0.05,39.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.381,713.42,2025,6,20,Friday
SIP100370,MUS1144,2024-07-03 08:20:00,Bursa,Marmara,Spor,Suluk,2,187.39,0.05,39.9,Banka Kartı,Yeni,4.0,4.0,Hayır,0.41,395.94,2024,7,3,Wednesday
SIP100646,MUS1203,2025-06-02 16:20:00,Kocaeli,Marmara,Ofis,Mouse Pad,5,172.32,0.1,29.9,Havale/EFT,Yeni,1.0,4.0,Hayır,0.263,805.34,2025,6,2,Monday
SIP100276,MUS1360,2024-04-05 14:24:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,2,237.76,0.05,59.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.349,511.64,2024,4,5,Friday
SIP100270,MUS1392,2025-06-20 08:53:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,2,321.31,0.15,39.9,Kapıda Ödeme,VIP,7.0,5.0,Hayır,0.332,586.13,2025,6,20,Friday
SIP100629,MUS1084,2025-04-10 09:16:00,Antalya,Akdeniz,Kitap,Python Notları,1,215.15,0.0,49.9,Kredi Kartı,Mevcut,6.0,4.0,Hayır,0.348,265.05,2025,4,10,Thursday
SIP100354,MUS1106,2024-01-02 20:42:00,Adana,Akdeniz,Elektronik,Webcam,2,917.75,0.15,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.387,1610.08,2024,1,2,Tuesday
SIP100847,MUS1253,2025-05-21 08:28:00,Adana,Akdeniz,Spor,Yoga Matı,2,653.69,0.2,39.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.321,1085.8,2025,5,21,Wednesday
SIP100326,MUS1440,2024-02-17 09:40:00,Kayseri,İç Anadolu,Ofis,Defter Seti,1,162.28,0.1,39.9,Havale/EFT,Mevcut,1.0,4.0,Hayır,0.253,185.95,2024,2,17,Saturday
SIP101274,MUS1417,2025-05-17 15:43:00,Antalya,Akdeniz,Ev Yaşam,Saklama Kutusu,1,245.61,0.2,29.9,Kredi Kartı,Yeni,6.0,5.0,Hayır,0.283,226.39,2025,5,17,Saturday
SIP101140,MUS1125,2025-04-16 10:53:00,İzmir,Ege,Ev Yaşam,Saklama Kutusu,3,225.4,0.1,39.9,Kapıda Ödeme,VIP,5.0,4.0,Hayır,0.251,648.48,2025,4,16,Wednesday
SIP100071,MUS1408,2024-04-14 19:49:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,373.27,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.331,413.17,2024,4,14,Sunday
SIP100571,MUS1022,2024-06-20 20:17:00,Konya,İç Anadolu,Ofis,Defter Seti,1,139.54,0.0,39.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.342,179.44,2024,6,20,Thursday
SIP100047,MUS1198,2024-12-19 19:50:00,İstanbul,Marmara,Kozmetik,Şampuan,2,200.17,0.15,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.408,380.19,2024,12,19,Thursday
SIP100579,MUS1268,2024-06-06 17:18:00,Bursa,Marmara,Spor,Spor Çantası,1,883.19,0.05,49.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.27,888.93,2024,6,6,Thursday
SIP100398,MUS1204,2024-11-23 22:46:00,İstanbul,Marmara,Kozmetik,Güneş Kremi,3,435.92,0.1,49.9,Dijital Cüzdan,Yeni,6.0,5.0,Hayır,0.36,1226.88,2024,11,23,Saturday
SIP100862,MUS1403,2024-03-24 20:32:00,Ankara,İç Anadolu,Ofis,Kalem Seti,3,97.42,0.0,49.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.205,342.16,2024,3,24,Sunday
